Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1769762717866,0.834497,6.724430,8.067402,0.071929,0.061850,0.364839
1769762717883,-0.782453,7.017550,6.008976,0.164170,0.112094,0.318413
1769762717902,2.119443,6.105287,7.835896,0.142942,0.069639,0.394466
1769762717923,1.685145,6.856035,9.432507,0.187383,0.130114,0.321468
1769762717946,1.811367,5.895317,6.134599,0.118660,0.067959,0.369115
1769762717964,0.949951,7.689335,5.566304,0.217468,0.187535,0.367435
1769762717987,0.819542,7.657032,6.716055,0.003818,0.054825,0.316581
1769762718005,2.560320,5.886343,9.016754,0.059101,0.136376,0.283289
1769762718031,1.449452,5.648856,6.104689,0.166308,0.154243,0.307112
1769762718047,0.840479,7.028916,5.484948,0.058948,0.139124,0.356592
1769762718068,1.292124,7.263413,8.418549,0.196698,0.189979,0.267864
1769762718087,1.561317,6.607182,7.922038,0.001374,0.091935,0.306349
1769762718110,1.418346,6.839285,4.284947,0.114995,0.165850,0.353080
1769762718128,0.937986,7.121040,9.673584,0.063683,0.246179,0.264046
1769762718147,0.261416,7.303493,5.740382,0.202349,0.240528,0.305280
1769762718169,0.829113,6.253642,6.297909,-0.016951,0.210290,0.346208
1769762718190,0.891925,6.687341,6.498906,0.139888,0.220522,0.296422
1769762718211,2.398805,7.103094,7.573882,-0.035888,0.175318,0.396909
1769762718231,1.762912,7.345367,7.726424,0.086590,0.260381,0.308792
1769762718250,2.388037,5.672784,6.964909,0.215635,0.300851,0.226173
1769762718269,0.954736,7.353742,5.583054,0.111941,0.286037,0.195019
1769762718291,2.394019,7.831110,6.789036,-0.106901,0.146149,0.150120
1769762718310,1.796412,5.109873,5.669793,0.043371,0.276416,0.071624
1769762718331,2.240878,6.598807,7.799406,-0.050702,0.165544,-0.014050
1769762718351,1.750350,7.201200,5.743971,-0.115759,0.077427,-0.238390
1769762718374,1.534397,7.310073,7.838887,-0.077122,0.028100,-0.290772
1769762718391,2.585445,5.404788,7.191628,-0.174096,-0.057727,-0.272751
1769762718413,0.726820,7.268199,6.213562,0.003207,-0.000153,-0.431423
1769762718432,1.033101,6.667600,5.740382,-0.153174,-0.066126,-0.363770
1769762718455,1.564308,7.811369,7.394420,-0.271377,-0.133474,-0.306501
1769762718475,1.523032,6.690930,5.110471,-0.097280,-0.080787,-0.283289
1769762718493,1.673181,6.885347,10.191629,-0.166308,-0.145386,-0.202502
1769762718516,0.722034,5.853442,7.330412,-0.125227,-0.090255,-0.174249
1769762718534,0.598206,6.254838,5.199006,0.180205,0.018479,-0.218690
1769762718553,-0.863809,7.994421,1.600798,0.110719,-0.080940,-0.135612
1769762718575,3.331407,8.260622,14.684752,-0.773966,-0.337656,0.096517
1769762718595,-1.043271,5.547760,2.030908,0.288634,-0.070708,-0.174096
1769762718615,2.151746,5.925825,10.333405,-0.522595,-0.275958,0.257785
1769762718637,-0.402592,6.850651,5.224728,0.069333,0.090561,0.076205
1769762718656,0.246461,6.464808,7.655238,0.157298,0.103236,0.120188
1769762718678,1.421337,5.813961,8.124231,-0.135001,0.106901,0.231060
1769762718698,2.172683,7.214959,8.866006,0.130420,0.170431,0.200211
1769762718719,0.473181,6.738787,5.102096,0.057269,0.139583,0.250455
1769762718737,1.185644,7.374081,8.330014,-0.044288,0.079718,0.264810
1769762718762,0.084945,7.162316,5.081159,0.002902,0.132252,0.238085
1769762718778,2.217548,5.490930,7.664809,0.005956,0.076816,0.225256
1769762718800,1.529612,6.224330,8.008778,-0.073915,0.098044,0.156229
1769762718819,2.024328,6.075377,6.760921,0.049022,0.119577,0.082619
1769762718838,0.643669,8.640483,5.696712,0.071777,0.065363,-0.009927
1769762718863,3.017349,5.097908,10.224531,-0.243888,-0.048716,0.063530
1769762718879,1.760519,6.106483,4.436293,0.257174,0.237626,-0.201280
1769762718901,3.107678,5.636294,9.845867,-0.281151,-0.172875,-0.009468
1769762718920,-0.084347,7.815557,3.201597,0.192270,0.070402,-0.291230
1769762718942,2.699104,6.836893,10.651650,-0.411570,-0.230296,-0.034819
1769762718961,0.991227,7.230512,5.585446,0.166613,0.127365,-0.125380
1769762718980,1.674378,4.152744,6.711867,0.033598,0.026725,-0.089644
1769762719002,0.303290,8.359924,7.204789,-0.098655,-0.077274,-0.094989
1769762719022,1.000798,7.098907,8.577073,-0.137292,-0.049480,-0.032223
1769762719041,0.915853,7.587042,6.550950,0.129198,0.054367,-0.090103
1769762719063,0.913460,5.727221,6.105287,0.110108,0.043219,-0.010079
1769762719082,0.189631,7.676773,6.997211,-0.138972,-0.012675,0.092851
1769762719102,0.951745,5.015954,7.369296,0.008094,0.126602,0.136681
1769762719124,0.658624,6.232705,9.291928,0.168751,0.154549,0.048411
1769762719143,-0.108873,6.950552,4.993821,0.118050,0.091935,0.085674
1769762719167,1.413560,5.996414,8.215158,-0.139277,0.050702,0.171348
1769762719185,1.795215,7.513463,8.401798,0.141415,0.029169,0.055741
1769762719207,1.211965,6.604789,7.264011,0.012217,0.030543,0.114232
1769762719227,1.610968,5.683552,6.451050,0.116522,0.032834,0.032834
1769762719244,0.207577,7.006185,5.254639,0.033598,0.069028,0.020311
1769762719267,2.215754,6.361917,7.890333,-0.207847,-0.023671,0.136681
1769762719287,1.631307,5.915656,6.674779,0.113621,0.113010,0.054978
1769762719307,2.251048,8.304889,7.920841,0.067042,0.113163,0.014050
1769762719326,0.894317,7.282556,8.078169,0.060017,0.110872,-0.009316
1769762719349,1.803590,6.096912,4.892724,-0.005192,0.062155,0.065973
1769762719367,1.923231,8.066205,6.032306,0.119882,0.209832,0.065363
1769762719391,1.070190,7.192227,8.221141,-0.044440,0.097586,-0.050702
1769762719408,1.481755,5.475975,5.626124,-0.009621,0.063988,-0.000916
1769762719430,2.143371,7.434500,6.623931,-0.137139,-0.004887,-0.032529
1769762719449,1.625325,6.217750,7.452446,-0.026878,0.042761,-0.151953
1769762719468,2.170888,6.187241,7.281958,-0.179747,-0.072846,-0.107359
1769762719490,1.372882,6.996614,7.639685,-0.190437,-0.171195,-0.250302
1769762719509,0.139980,7.886145,5.228916,0.142942,-0.056352,-0.367588
1769762719531,1.497309,6.930811,9.321838,0.005192,-0.110872,-0.303294
1769762719550,1.048056,6.885945,4.558327,-0.153785,-0.189215,-0.253203
1769762719572,1.150349,5.749953,8.225327,0.209832,0.010996,-0.346360
1769762719591,1.683949,7.029515,6.353542,0.294437,0.039095,-0.295200
1769762719613,1.597209,6.991828,9.129815,-0.049480,-0.155312,-0.211359
1769762719632,0.182453,7.121638,5.984449,0.140652,-0.114690,-0.261908
1769762719654,1.091725,6.750153,8.067402,-0.181427,-0.193186,-0.172417
1769762719673,0.139980,7.914859,6.522236,-0.052382,-0.112552,-0.145844
1769762719693,1.261616,6.434300,5.934798,0.014661,-0.130420,-0.092241
1769762719713,1.057628,6.614958,7.010970,0.085827,-0.051465,-0.086437
1769762719733,0.984646,7.266404,7.704291,0.160352,-0.006414,-0.028100
1769762719758,1.902892,5.891129,9.429516,-0.068570,-0.107970,0.115759
1769762719774,-0.177069,5.473582,2.806781,0.240528,0.040928,0.113163
1769762719794,0.788435,8.257032,10.759327,0.060934,0.022602,0.158061
1769762719816,-0.844068,6.162117,5.038088,0.056810,0.037874,0.191353
1769762719835,0.348156,6.136394,6.646065,0.139735,0.038484,0.201433
1769762719855,1.002593,6.809973,6.840482,0.091935,0.047953,0.268628
1769762719877,1.158126,7.056434,8.152945,0.013286,0.064141,0.255341
1769762719896,1.680958,5.670990,6.793822,0.017410,0.096975,0.299324
1769762719918,1.718645,7.810173,8.458030,0.126602,0.141110,0.202502
1769762719938,1.665405,6.695118,7.359724,0.092546,0.092241,0.209221
1769762719957,0.813560,6.422336,2.413760,0.219606,0.134543,0.163559
1769762719979,2.191227,7.920841,11.177473,-0.546419,-0.209832,0.188757
1769762719998,0.972084,7.236494,3.037090,0.129198,0.056963,0.124464
1769762720017,3.484548,5.106284,11.782259,-0.071624,0.027489,0.196240
1769762720038,-0.143569,7.162915,2.994019,0.058338,0.020769,-0.126449
1769762720060,3.031706,7.527820,11.747562,-0.121562,0.002138,0.019700
1769762720079,-0.409771,6.004190,2.010569,0.183259,-0.020159,-0.062614
1769762720098,0.515055,8.428120,10.822139,-0.564134,-0.312915,0.012828
1769762720120,1.491925,5.389235,3.015555,0.248927,0.024740,-0.033750
1769762720142,1.134198,7.548757,9.108279,-0.106138,0.034056,0.024435
1769762720161,1.328615,6.199205,7.195816,0.064599,0.080940,0.052534
1769762720183,0.682553,6.547959,4.496114,0.047953,0.085063,-0.017562
1769762720202,1.537389,7.003194,9.942777,0.125227,0.133474,0.031765
1769762720221,1.184447,7.934600,5.650053,0.235336,0.190284,0.021228
1769762720243,0.817747,5.207978,3.382853,0.201280,0.166919,0.071624
1769762720261,1.496711,8.857033,8.090134,-0.226325,-0.073915,0.043982
1769762720284,1.759323,7.816155,8.813364,-0.073915,0.064141,-0.005040
1769762720302,1.928615,3.809374,5.666204,0.009927,0.060934,-0.040775
1769762720322,1.350748,7.274779,5.374878,0.049175,0.097433,-0.109039
1769762720345,1.159921,8.648857,8.213364,-0.290619,-0.127823,-0.112705
1769762720364,0.970888,5.817550,6.147759,0.041386,0.035736,-0.134390
1769762720387,1.702493,7.226923,7.812566,-0.119729,-0.000305,-0.119119
1769762720407,1.181456,7.006185,5.788836,0.018326,0.057879,-0.175624
1769762720425,1.742573,5.800202,8.416754,-0.224035,-0.091782,-0.116370
1769762720447,0.709472,7.115656,5.959923,-0.047189,-0.044135,-0.216857
1769762720467,0.518644,7.147361,5.433502,-0.266948,-0.118660,-0.113163
1769762720487,1.777269,7.741379,10.728220,-0.056047,0.022297,-0.214566
1769762720508,-1.028316,7.130611,4.719244,0.078343,0.073456,-0.114690
1769762720527,2.474179,4.542774,9.173484,-0.046273,-0.024282,-0.078343
1769762720549,-0.591625,8.306086,4.501498,0.029169,0.055894,-0.058032
1769762720568,0.208176,7.308279,8.215756,-0.032834,0.088728,0.015272
1769762720589,0.509073,5.529813,7.600203,-0.028100,0.092393,0.100029
1769762720609,1.135993,6.501897,4.989035,0.244193,0.118050,0.072998
1769762720629,1.363909,7.656434,10.417751,-0.221744,-0.013134,0.128434
1769762720650,0.930210,4.347160,4.813163,0.174555,0.199600,0.093615
1769762720669,2.761915,6.577869,9.205189,-0.014508,0.120340,0.070249
1769762720691,1.063610,6.756135,7.147959,-0.081856,0.043524,-0.012675
1769762720710,1.030708,5.809773,5.879764,-0.112246,-0.081092,-0.134696
1769762720732,1.277169,7.087541,4.568497,0.044135,-0.029016,-0.223118
1769762720751,2.610569,7.913064,10.054641,-0.065515,-0.063530,-0.256563
1769762720773,1.211366,5.356333,2.722434,0.153632,-0.010232,-0.468075
1769762720791,3.491128,6.812964,12.177672,-0.486554,-0.329562,-0.282525
1769762720810,1.150349,6.709475,4.901099,-0.040012,-0.126907,-0.479376
1769762720833,1.118645,6.653244,7.241878,-0.334907,-0.422871,-0.426384
1769762720851,1.164706,6.933204,6.397212,-0.100487,-0.209221,-0.472809
1769762720874,2.068595,6.836893,9.037691,-0.267406,-0.305585,-0.389426
1769762720892,1.805385,6.296713,7.555337,-0.152716,-0.176998,-0.292452
1769762720914,0.205185,5.710471,4.454239,0.085979,-0.150884,-0.412486
1769762720935,-0.588634,8.541779,7.545766,-0.054825,-0.198378,-0.272904
1769762720955,2.921636,5.638088,11.054242,-0.298102,-0.110719,-0.070097
1769762720973,-0.582054,7.076773,4.693521,0.633467,0.018479,-0.374766
1769762720996,0.696910,4.476971,4.635496,-0.020311,0.076358,-0.121104
1769762721014,0.209372,8.785249,10.332209,-0.100640,0.121409,-0.045815
1769762721037,1.844866,6.491728,8.601599,-0.122020,-0.127365,0.035277
1769762721057,0.079561,5.285147,2.800799,0.189215,-0.042455,0.029474
1769762721078,2.421536,6.866205,11.654243,-0.239764,-0.186772,0.120035
1769762721097,-0.975673,6.977471,3.183650,0.117744,-0.028711,0.002443
1769762721116,2.108675,5.885746,8.600403,0.001374,-0.034819,0.105374
1769762721138,1.386641,7.327421,8.259425,-0.157450,-0.092241,0.054825
1769762721156,2.579463,6.273981,7.414161,-0.039248,-0.009468,-0.002291
1769762721179,0.387039,6.214758,4.480560,0.147066,-0.066890,-0.192881
1769762721197,2.148755,6.451648,8.975478,-0.189826,-0.143859,-0.130420
1769762721220,3.171088,7.222137,10.060024,-0.089339,-0.128282,-0.241139
1769762721238,-0.969093,6.598208,3.116652,0.183259,-0.200058,-0.386983
1769762721259,2.914458,6.086144,9.866804,-0.620486,-0.578947,-0.204182
1769762721281,1.626521,6.036493,3.349354,0.222660,-0.041386,-0.449444
1769762721300,1.097707,7.654041,10.404591,-0.176998,-0.224798,-0.360563
1769762721322,0.030508,6.865606,4.142574,-0.012675,-0.164323,-0.286496
1769762721342,1.428515,6.729814,9.471390,-0.252287,-0.218690,-0.253814
1769762721362,1.128814,5.871388,6.818946,0.001680,-0.148898,-0.249996
1769762721383,-0.102891,6.894320,5.977271,-0.056047,-0.175318,-0.268170
1769762721402,1.563710,5.909674,10.420743,-0.069333,-0.198684,-0.211054
1769762721422,0.862613,7.365706,3.232105,0.129809,-0.171653,-0.261145
1769762721442,1.583450,6.235097,10.834103,-0.155007,-0.100793,-0.240528
1769762721465,0.564706,6.168697,6.397212,0.118508,-0.139277,-0.295964
1769762721483,0.558126,6.885945,6.835696,-0.081856,-0.263588,-0.225104
1769762721502,0.620339,5.992824,7.037292,-0.112246,-0.271377,-0.252287
1769762721527,1.253839,7.124031,8.075776,-0.048869,-0.248011,-0.239917
1769762721544,0.532403,6.714260,6.173482,0.080481,-0.229532,-0.185550
1769762721563,0.306879,6.659225,6.577869,-0.175624,-0.321009,-0.084299
1769762721587,2.052444,6.230910,10.923235,0.062766,-0.201280,-0.218842
1769762721604,-0.678365,6.855437,4.427320,0.147982,-0.152716,-0.148287
1769762721627,1.615754,6.404390,9.037691,-0.005956,-0.234267,-0.096211
1769762721647,-0.274576,6.894320,5.431109,0.059865,-0.191506,-0.076205
1769762721667,1.375873,6.084350,9.239884,0.042761,-0.173944,0.043830
1769762721687,-0.362513,6.413961,6.618547,0.056658,-0.169973,0.094226
1769762721706,1.212563,7.057631,7.161718,0.240986,-0.124922,0.100640
1769762721727,0.166899,6.486942,7.570292,0.046273,-0.163254,0.163712
1769762721747,1.015753,5.541179,7.802396,0.030543,-0.102778,0.302531
1769762721767,-0.186042,8.458628,6.338587,0.213650,0.008858,0.243582
1769762721797,1.868794,4.854439,9.027522,0.193644,-0.028252,0.265421
1769762721807,0.051446,7.292725,3.878167,0.259159,0.029932,0.319024
1769762721830,-0.237488,6.943971,9.222537,-0.183870,-0.030085,0.408516
1769762721848,0.773480,4.863412,7.338189,0.154702,0.098197,0.390648
1769762721870,1.953141,8.215756,7.700103,0.383470,0.193339,0.355065
1769762721889,0.643669,5.229514,8.687741,0.155160,0.096669,0.361479
1769762721911,-0.119043,7.301100,2.444866,0.259923,0.037263,0.363006
1769762721930,2.048256,5.355735,12.376277,-0.166308,0.289397,0.377820
1769762721949,-0.091525,7.290931,2.057827,0.519540,0.239306,0.364228
1769762721971,1.430908,6.107680,10.074980,-0.111788,0.017562,0.379958
1769762721990,1.499702,6.530013,9.122637,0.084452,0.133779,0.413708
1769762722013,1.372882,7.164111,7.409974,0.192422,0.148287,0.419664
1769762722031,0.254836,6.796215,6.317052,0.096058,0.126296,0.360258
1769762722053,0.333201,5.859425,6.346364,0.159741,0.141568,0.379042
1769762722072,1.123430,7.303493,8.319246,0.065821,0.180052,0.427911
1769762722094,0.632902,6.688538,5.219943,0.296728,0.237779,0.387441
1769762722113,2.239084,6.425925,7.977671,0.066432,0.232739,0.393397
1769762722135,0.500100,6.803991,4.840082,0.065515,0.188299,0.293979
1769762722154,2.312663,5.431109,10.198809,0.070860,0.161879,0.350331
1769762722174,0.908076,6.198009,5.475975,0.328493,0.352469,0.171653
1769762722195,2.233700,7.456634,8.703893,0.000611,0.129045,0.184787
1769762722214,1.875375,5.964709,5.727221,0.062461,0.180205,0.150578
1769762722237,2.167299,6.065805,8.349754,0.054520,0.141262,0.096975
1769762722255,1.387837,6.571289,3.826123,0.089034,0.169820,0.054672
1769762722275,1.757528,7.308279,9.184850,-0.068722,0.056047,-0.007483
1769762722297,2.334198,5.734399,7.624729,-0.080023,0.004734,-0.051160
1769762722316,1.062413,6.431907,7.347760,0.002291,-0.001527,-0.223118
1769762722337,0.932004,7.024729,6.499505,0.027947,-0.069333,-0.223118
1769762722357,1.310070,7.270592,7.449455,-0.099571,-0.105374,-0.180052
1769762722379,1.207179,6.386444,6.858428,0.063988,-0.050702,-0.192270
1769762722398,1.187438,7.094719,7.267003,0.045815,-0.038637,-0.154091
1769762722417,1.083949,7.898109,6.049654,0.038026,-0.015577,-0.090561
1769762722439,0.850050,6.647860,8.322237,-0.033598,-0.012370,0.109039
1769762722458,1.562513,6.399006,6.534201,-0.007789,0.062155,0.173027
1769762722480,1.613959,5.874380,7.376474,0.018173,0.140041,0.197004
1769762722498,-0.019143,6.564111,7.573284,0.171195,0.194560,0.259007
1769762722521,1.086940,7.548757,7.484151,0.097280,0.173333,0.284205
1769762722540,0.442074,6.661618,3.052644,0.169362,0.149967,0.279929
1769762722562,1.523032,6.750153,10.216156,-0.246942,-0.014355,0.339183
1769762722582,1.314258,6.101099,5.006981,0.403782,0.369573,0.215024
1769762722601,0.963709,6.902097,7.659425,-0.278860,-0.019700,0.271529
1769762722623,2.385644,7.054041,7.460223,-0.040164,0.104916,0.168141
1769762722642,0.544367,7.051050,5.901299,0.117591,0.213345,0.082925
1769762722663,1.801197,7.113264,6.894918,-0.009927,0.103389,0.065057
1769762722688,1.091127,6.164509,5.560322,0.115759,0.099876,-0.002443
1769762722707,2.024328,7.322037,9.017950,-0.178983,-0.014203,0.018021
1769762722724,1.345365,6.350551,6.148956,-0.025809,0.078802,-0.021380
1769762722743,2.178067,6.174081,9.119645,-0.061697,0.004276,-0.058490
1769762722766,1.127020,7.103692,4.661817,-0.026420,-0.016035,-0.074984
1769762722784,0.958325,6.693323,7.880761,-0.169668,-0.014966,-0.076053
1769762722807,1.098904,6.918249,7.293324,-0.026878,-0.021380,-0.105985
1769762722829,0.960120,6.655636,7.824530,0.015730,0.019242,-0.082009
1769762722847,1.607379,6.405586,6.939784,0.115759,-0.022907,-0.125075
1769762722866,1.379462,6.830312,6.560522,-0.005498,-0.062003,-0.066890
1769762722889,1.897508,6.227919,7.736594,-0.008858,-0.028405,-0.052687
1769762722907,0.673580,7.561918,6.014958,-0.086437,-0.065973,0.058948
1769762722929,0.434896,6.962516,6.290133,0.095906,0.002749,-0.057421
1769762722950,1.549353,7.178468,8.441280,-0.079412,-0.042150,0.094226
1769762722969,1.470389,5.355137,6.102296,0.089186,0.027183,0.100029
1769762722992,0.561715,7.153343,6.766902,-0.006720,0.023976,0.080787
1769762723010,1.488336,7.061818,9.177671,0.059559,0.056352,0.122937
1769762723029,1.302892,6.283552,5.511867,0.050396,0.052687,0.157145
1769762723050,0.364307,6.777072,6.683154,0.103236,0.137597,0.117439
1769762723069,0.806979,6.762117,6.620342,0.065668,0.082467,0.191659
1769762723091,2.079961,8.327621,9.560523,0.048258,0.113468,0.196546
1769762723111,1.913062,5.851049,6.075377,0.226478,0.244957,0.277943
1769762723132,0.902692,6.835098,5.426922,0.083230,0.179289,0.250760
1769762723151,1.249652,7.194021,6.422934,-0.075900,0.111941,0.248775
1769762723173,2.098505,6.719644,9.343374,-0.028405,0.097433,0.259618
1769762723192,1.325624,6.854240,4.896313,0.039706,0.234878,0.195019
1769762723214,1.625325,6.644868,8.500503,0.039706,0.173333,0.110261
1769762723233,0.879362,6.906284,5.324030,0.137903,0.165544,0.060017
1769762723253,2.254039,6.208179,6.679564,-0.218231,0.013286,0.075900
1769762723274,1.156332,7.078568,7.125227,-0.157145,0.043677,-0.071318
1769762723293,2.292922,6.573682,8.172088,-0.042913,0.056352,-0.065515
1769762723315,1.205384,6.141179,5.989235,0.029474,0.084605,-0.169515
1769762723333,0.861416,7.893324,4.430311,0.132710,0.035583,-0.201585
1769762723356,1.770689,7.141379,10.828120,-0.200364,-0.130725,-0.120493
1769762723374,0.648455,5.723033,1.948954,0.079260,-0.067042,-0.159436
1769762723395,2.130809,6.968498,11.752947,-0.648738,-0.349109,-0.125838
1769762723417,0.356531,8.290532,2.682354,0.294131,0.090866,-0.252745
1769762723436,0.556331,6.565906,7.542775,-0.240681,-0.071166,-0.032987
1769762723458,0.952343,8.054241,9.636495,-0.125991,-0.009316,0.028100
1769762723476,0.406182,5.912066,4.570889,-0.021686,0.147829,0.125685
1769762723498,1.251446,5.684150,2.940779,0.235947,0.221286,0.065515
1769762723517,1.185045,7.916654,12.793226,-0.127823,0.192881,0.172417
1769762723539,1.171287,6.775876,4.979464,-0.027642,0.238390,0.150120
1769762723558,1.539781,6.131608,7.450053,0.133321,0.172569,0.070402
1769762723580,1.723431,6.616753,7.039086,0.024129,0.056505,0.032529
1769762723599,1.603789,7.457232,8.317451,-0.114384,0.003818,-0.059712
1769762723618,1.420738,6.523433,6.105885,-0.020922,0.050396,-0.097127
1769762723640,0.448654,6.288338,5.799006,-0.101098,0.015730,-0.138666
1769762723659,0.559920,7.870592,6.336195,0.021686,0.004734,-0.149662
1769762723679,1.313660,6.070591,7.289136,-0.016035,0.007330,-0.086437
1769762723701,0.812962,6.806384,7.300502,-0.081856,0.006109,-0.111330
1769762723720,1.980061,7.424929,9.809377,-0.249996,-0.132405,-0.032681
1769762723742,0.412762,4.784449,4.212564,0.071013,0.024740,-0.044135
1769762723761,0.862014,7.567900,8.297710,-0.204182,0.012981,-0.027489
1769762723783,0.541376,7.010970,6.624529,-0.042913,0.032681,0.008094
1769762723802,0.609572,6.262017,7.861021,-0.011912,0.083688,0.061086
1769762723824,1.864009,5.714060,6.835098,-0.021380,0.083688,0.137750
1769762723843,1.847857,6.702894,9.746565,-0.010232,0.093310,0.088881
1769762723862,1.225125,5.966503,5.304888,-0.071318,0.046273,0.088423
1769762723884,1.046262,6.442675,8.013563,0.224798,0.134696,-0.140957
1769762723902,1.265205,7.112067,4.688736,-0.245109,-0.158825,-0.022449
1769762723926,2.292922,7.785647,8.209774,-0.005040,-0.021991,-0.181885
1769762723944,1.071985,5.622535,5.367700,0.033292,-0.016493,-0.259007
1769762723967,1.716850,7.134201,8.042277,-0.209985,-0.212123,-0.244346
1769762723989,1.394417,5.867799,7.520642,-0.190743,-0.213039,-0.322537
1769762724005,3.162713,6.070591,10.143175,-0.108276,-0.204640,-0.352164
1769762724027,0.187238,6.343971,5.949753,0.055283,-0.159436,-0.479071
1769762724047,0.659223,7.036693,6.477969,-0.120951,-0.271377,-0.410654
1769762724067,0.311665,7.676773,5.360521,-0.163406,-0.302989,-0.314443
1769762724089,1.150349,7.687541,8.794820,-0.041692,-0.164781,-0.190743
1769762724107,-0.346361,7.211369,8.558528,-0.078343,-0.122937,0.057421
1769762724129,-1.309472,6.064609,5.337191,0.368046,0.072082,0.204792
1769762724147,0.236291,6.809973,7.939385,-0.212428,0.002138,0.473267
1769762724170,0.177069,5.906682,8.102098,0.130114,0.241902,0.487165
1769762724190,0.510269,6.099903,8.106883,0.187535,0.309098,0.612087
1769762724211,-0.096909,5.924031,2.970091,0.298713,0.301920,0.545655
1769762724230,2.177469,7.740183,9.836894,-0.129045,0.288175,0.595440
1769762724248,2.702693,5.034499,8.123034,0.185550,0.315359,0.453873
1769762724270,2.395814,6.647261,6.543772,0.083841,0.239306,0.456469
1769762724289,1.846661,6.329016,6.689734,0.095753,0.273057,0.171653
1769762724311,2.325225,6.476773,7.692925,-0.101556,0.134848,0.082619
1769762724331,2.390430,6.720243,5.798408,0.036805,0.171348,0.069333
1769762724353,2.190031,7.070791,4.904688,-0.095906,0.138972,-0.157298
1769762724371,2.871985,7.718647,8.641679,-0.184481,0.022144,-0.149967
1769762724393,0.995414,6.120242,4.662415,-0.152258,0.061392,-0.258854
1769762724413,3.111268,5.940182,9.181260,-0.220675,-0.042302,-0.297797
1769762724434,1.834697,7.444071,6.566504,-0.139583,0.014050,-0.437074
1769762724455,1.106082,5.984449,6.285945,-0.131336,-0.082161,-0.491441
1769762724475,1.746162,7.430313,7.784450,-0.256410,-0.154243,-0.523358
1769762724494,2.990430,5.677570,9.287741,-0.354454,-0.262825,-0.503047
1769762724516,0.469591,5.524429,4.830511,-0.142331,-0.264046,-0.695928
1769762724534,1.235295,6.512665,8.770891,-0.196546,-0.269391,-0.672409
1769762724557,0.824926,7.551150,3.659822,-0.108276,-0.327424,-0.679740
1769762724576,2.334797,5.298906,11.477772,-0.582001,-0.481972,-0.543822
1769762724594,-0.586840,5.859425,2.559722,0.195629,-0.176693,-0.823904
1769762724617,2.553142,8.243873,10.473983,-0.656527,-0.587346,-0.488234
1769762724635,0.270987,6.544968,7.082755,-0.134848,-0.247248,-0.535118
1769762724657,1.246661,6.813562,5.960521,-0.087659,-0.240986,-0.432950
1769762724676,1.371087,6.773483,9.793823,-0.141262,-0.308181,-0.380874
1769762724699,-0.713659,6.530013,6.418149,-0.049633,-0.231823,-0.306807
1769762724719,0.445065,6.386444,7.389036,-0.046578,-0.184176,-0.162185
1769762724738,0.873978,7.467401,8.204391,0.092088,-0.068111,-0.159283
1769762724760,0.251246,6.734599,6.459424,0.114232,-0.034361,0.012217
1769762724778,1.599602,5.426922,8.553742,0.067501,-0.043371,0.119271
1769762724797,-0.346361,7.572685,5.775676,0.215941,0.066432,-0.043371
1769762724820,0.502493,6.317052,7.347760,0.132558,-0.015882,0.122478
1769762724838,1.033101,5.603393,9.101101,-0.109956,0.016188,0.122937
1769762724859,0.780060,7.838289,6.209375,0.224187,0.023824,0.056352
1769762724881,1.496711,5.240282,8.635697,-0.164323,-0.054520,0.072387
1769762724899,1.622334,6.838687,3.808177,0.244957,-0.081703,-0.122631
1769762724922,1.421935,6.932007,11.880364,-0.198989,-0.217773,-0.182954
1769762724942,1.247259,4.255037,2.760719,0.244346,-0.127060,-0.287259
1769762724961,1.765305,7.381858,9.554541,0.037568,-0.153632,-0.159741
1769762724983,-0.515653,7.179664,4.147360,0.191812,-0.218384,-0.470213
1769762725002,3.745964,6.061020,11.918052,-0.014508,-0.107207,-0.292146
1769762725021,0.432503,6.798607,3.075974,0.305738,-0.043677,-0.509003
1769762725043,1.231107,6.163313,9.353543,-0.321620,-0.366366,-0.179442
1769762725061,-0.317647,7.911868,6.377470,0.091630,-0.165544,-0.180969
1769762725084,0.777069,7.213762,6.766902,0.025504,-0.209068,-0.112552
1769762725102,1.165305,6.350551,9.445667,0.001069,-0.109498,-0.078649
1769762725128,0.339781,5.654240,5.715257,0.233198,-0.102167,-0.069944
1769762725143,0.420539,7.333403,6.433702,0.004887,-0.152411,0.046731
1769762725167,1.217947,6.562316,10.520044,-0.005345,-0.065973,0.042913
1769762725185,0.135194,6.383452,3.965505,0.266184,-0.072540,0.047800
1769762725207,1.933999,6.262017,9.502497,-0.175013,-0.118660,0.175929
1769762725227,-0.078963,6.535397,6.488737,0.129198,0.032681,0.037415
1769762725244,0.206979,6.393622,4.183850,0.054214,-0.072387,0.143553
1769762725267,3.627519,6.737590,12.790833,-0.075595,-0.008705,0.170584
1769762725286,-1.277767,5.767899,3.321836,0.377209,0.053909,-0.095295
1769762725308,2.374278,7.798807,9.442677,-0.109039,-0.144011,0.033445
1769762725327,1.577468,4.547559,7.409375,0.067806,-0.034361,0.038332
1769762725348,-0.545564,7.537990,4.259224,0.034514,-0.075289,0.071166
1769762725367,2.071586,7.045068,12.951751,-0.162337,-0.065821,0.177151
1769762725390,-1.263410,6.721439,2.021935,0.469450,0.031765,-0.074984
1769762725408,2.281556,6.249454,9.429516,0.124311,0.260381,0.258701
