Timestamp,yaw,pitch,roll
0.0,-35.2151,-5.4309,-41.361
0.1,-35.2151,-5.4309,-41.361
0.2,-35.2151,-5.4309,-41.361
0.3,-35.2151,-5.4309,-41.361
0.4,-35.2151,-5.4309,-41.361
0.5,-35.2151,-5.4309,-41.361
0.6,-35.2151,-5.4309,-41.361
0.7,-35.0626,-5.4309,-41.4535
0.8,-34.9482,-5.4309,-41.5229
0.9,-35.0202,-5.4309,-41.4792
1.0,-35.6367,-5.4309,-41.2797
1.1,-36.5459,-5.4309,-40.859
1.2,-37.5241,-5.4309,-40.1833
1.3,-38.3749,-5.327,-39.2505
1.4,-38.778,-4.5805,-38.1284
1.5,-38.5094,-4.4874,-37.068
1.6,-38.6418,-5.2006,-35.6821
1.7,-38.001,-7.0287,-33.8129
1.8,-37.7411,-10.5038,-31.7527
1.9,-37.4028,-15.878,-29.0713
2.0,-37.2801,-21.7727,-26.409
2.1,-37.0455,-26.9603,-24.5725
2.2,-36.6781,-29.7177,-23.5513
2.3,-36.1273,-29.927,-23.3155
2.4,-35.3117,-27.7044,-23.8158
2.5,-34.5035,-24.7527,-24.8868
2.6,-34.5244,-21.3835,-25.7709
2.7,-34.2479,-18.6579,-26.2219
2.8,-34.6237,-17.6363,-26.3167
2.9,-34.7619,-18.5583,-25.5509
3.0,-34.9087,-20.2703,-24.7041
3.1,-35.0216,-22.1439,-24.1813
3.2,-35.1346,-23.3712,-23.6586
3.3,-35.2475,-24.5984,-23.1358
3.4,-35.3605,-25.8256,-22.613
3.5,-35.4734,-27.0529,-22.0903
3.6,-35.5864,-28.2801,-21.5675
3.7,-35.6484,-30.2168,-20.7454
3.8,-35.7231,-31.9761,-19.9981
3.9,-35.8601,-32.8684,-19.6167
4.0,-36.0948,-32.4008,-19.8091
4.1,-36.3968,-28.8413,-20.6962
4.2,-36.9344,-23.887,-22.5416
4.3,-37.5253,-19.9758,-25.3974
4.4,-38.3144,-16.9154,-28.1253
4.5,-39.2528,-15.5319,-30.4435
4.6,-40.1787,-16.0235,-32.0814
4.7,-40.9393,-18.6375,-32.7429
